task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
4,0.5,"['Go to train station.', 'Buy a ticket from attendant.', 'Check bags.', 'Walk to train.']","['Sit down.', 'Hand attendant your ticket.']",Hand attendant your ticket.,1
5,0.625,"['Go to train station.', 'Buy a ticket from attendant.', 'Check bags.', 'Walk to train.', 'Hand attendant your ticket.']","['Sit down.', 'Get on train.']",Get on train.,1
6,0.75,"['Go to train station.', 'Buy a ticket from attendant.', 'Check bags.', 'Walk to train.', 'Hand attendant your ticket.', 'Get on train.']","['Look for your seat.', 'Walk to train.']",Look for your seat.,0
7,0.875,"['Go to train station.', 'Buy a ticket from attendant.', 'Check bags.', 'Walk to train.', 'Hand attendant your ticket.', 'Get on train.', 'Look for your seat.']","['Sit down.', 'Hand attendant your ticket.']",Sit down.,0
0,0.0,[],"['pack clothes inside suitcase', 'walk into train']",pack clothes inside suitcase,0
1,0.14285714285714285,['pack clothes inside suitcase'],"['arrive to train station', 'show tickets to employees']",arrive to train station,0
2,0.2857142857142857,"['pack clothes inside suitcase', 'arrive to train station']","['walk into train', 'check in main desk to see what time it will arrive']",check in main desk to see what time it will arrive,1
3,0.42857142857142855,"['pack clothes inside suitcase', 'arrive to train station', 'check in main desk to see what time it will arrive']","['relax train ride', 'wait for train']",wait for train,1
4,0.5714285714285714,"['pack clothes inside suitcase', 'arrive to train station', 'check in main desk to see what time it will arrive', 'wait for train']","['arrive to train station', 'walk into train']",walk into train,1
5,0.7142857142857143,"['pack clothes inside suitcase', 'arrive to train station', 'check in main desk to see what time it will arrive', 'wait for train', 'walk into train']","['arrive to train station', 'show tickets to employees']",show tickets to employees,1
6,0.8571428571428571,"['pack clothes inside suitcase', 'arrive to train station', 'check in main desk to see what time it will arrive', 'wait for train', 'walk into train', 'show tickets to employees']","['wait for train', 'relax train ride']",relax train ride,1
0,0.0,[],"['Go to the railway station', 'Check the train schedule']",Check the train schedule,1
1,0.125,['Check the train schedule'],"['Go to the railway station', 'Go to the railway station']",Go to the railway station,1
2,0.25,"['Check the train schedule', 'Go to the railway station']","['Purchase a ticket for the journey', 'Board the train']",Purchase a ticket for the journey,0
3,0.375,"['Check the train schedule', 'Go to the railway station', 'Purchase a ticket for the journey']","['Check the train schedule', 'Check the display for platform number']",Check the display for platform number,1
4,0.5,"['Check the train schedule', 'Go to the railway station', 'Purchase a ticket for the journey', 'Check the display for platform number']","['Get down at the destination', 'Go to the right platform']",Go to the right platform,1
5,0.625,"['Check the train schedule', 'Go to the railway station', 'Purchase a ticket for the journey', 'Check the display for platform number', 'Go to the right platform']","['Board the train', 'Check the train schedule']",Board the train,0
6,0.75,"['Check the train schedule', 'Go to the railway station', 'Purchase a ticket for the journey', 'Check the display for platform number', 'Go to the right platform', 'Board the train']","['Sit on your seat as per the ticket', 'Check the train schedule']",Sit on your seat as per the ticket,0
7,0.875,"['Check the train schedule', 'Go to the railway station', 'Purchase a ticket for the journey', 'Check the display for platform number', 'Go to the right platform', 'Board the train', 'Sit on your seat as per the ticket']","['Purchase a ticket for the journey', 'Get down at the destination']",Get down at the destination,1
0,0.0,[],"['Go to the train station.', 'Purchase a ticket to your destination.']",Go to the train station.,0
1,0.14285714285714285,['Go to the train station.'],"['Give your ticket to the conductor.', 'Purchase a ticket to your destination.']",Purchase a ticket to your destination.,1
2,0.2857142857142857,"['Go to the train station.', 'Purchase a ticket to your destination.']","['Inquire where they want you to put your baggage.', 'Find your seat.']",Inquire where they want you to put your baggage.,0
3,0.42857142857142855,"['Go to the train station.', 'Purchase a ticket to your destination.', 'Inquire where they want you to put your baggage.']","['Go to the train station.', 'Give your ticket to the conductor.']",Give your ticket to the conductor.,1
4,0.5714285714285714,"['Go to the train station.', 'Purchase a ticket to your destination.', 'Inquire where they want you to put your baggage.', 'Give your ticket to the conductor.']","['Enjoy the trip.', 'Board the train.']",Board the train.,1
5,0.7142857142857143,"['Go to the train station.', 'Purchase a ticket to your destination.', 'Inquire where they want you to put your baggage.', 'Give your ticket to the conductor.', 'Board the train.']","['Find your seat.', 'Purchase a ticket to your destination.']",Find your seat.,0
6,0.8571428571428571,"['Go to the train station.', 'Purchase a ticket to your destination.', 'Inquire where they want you to put your baggage.', 'Give your ticket to the conductor.', 'Board the train.', 'Find your seat.']","['Enjoy the trip.', 'Purchase a ticket to your destination.']",Enjoy the trip.,0
0,0.0,[],"['Fix the place', 'Wait for train']",Fix the place,0
1,0.125,['Fix the place'],"['Pay the fare', 'Go to railway station']",Go to railway station,1
2,0.25,"['Fix the place', 'Go to railway station']","['Get your ticket', 'Go to the platform']",Get your ticket,0
3,0.375,"['Fix the place', 'Go to railway station', 'Get your ticket']","['Pay the fare', 'Wait for train']",Pay the fare,0
4,0.5,"['Fix the place', 'Go to railway station', 'Get your ticket', 'Pay the fare']","['Get on the train', 'Check the platform number and arrival time']",Check the platform number and arrival time,1
5,0.625,"['Fix the place', 'Go to railway station', 'Get your ticket', 'Pay the fare', 'Check the platform number and arrival time']","['Get on the train', 'Go to the platform']",Go to the platform,1
6,0.75,"['Fix the place', 'Go to railway station', 'Get your ticket', 'Pay the fare', 'Check the platform number and arrival time', 'Go to the platform']","['Get your ticket', 'Wait for train']",Wait for train,1
7,0.875,"['Fix the place', 'Go to railway station', 'Get your ticket', 'Pay the fare', 'Check the platform number and arrival time', 'Go to the platform', 'Wait for train']","['Get on the train', 'Check the platform number and arrival time']",Get on the train,0
0,0.0,[],"['book the train ticket', 'board the train']",book the train ticket,0
1,0.2,['book the train ticket'],"['go to the train station', 'go to the train station']",go to the train station,1
2,0.4,"['book the train ticket', 'go to the train station']","['go and sit on your seat', 'board the train']",board the train,1
3,0.6,"['book the train ticket', 'go to the train station', 'board the train']","['find your compartment', 'book the train ticket']",find your compartment,0
4,0.8,"['book the train ticket', 'go to the train station', 'board the train', 'find your compartment']","['go to the train station', 'go and sit on your seat']",go and sit on your seat,1
0,0.0,[],"['Go to train station', 'Board train']",Go to train station,0
1,0.2,['Go to train station'],"['Buy ticket', 'Buy ticket']",Buy ticket,0
2,0.4,"['Go to train station', 'Buy ticket']","['enjoy the ride', 'Board train']",Board train,1
3,0.6,"['Go to train station', 'Buy ticket', 'Board train']","['find your seat', 'Go to train station']",find your seat,0
4,0.8,"['Go to train station', 'Buy ticket', 'Board train', 'find your seat']","['enjoy the ride', 'Buy ticket']",enjoy the ride,0
0,0.0,[],"['Get ticket ready', 'Arrive at train station/ depot']",Arrive at train station/ depot,1
1,0.125,['Arrive at train station/ depot'],"['Purchase ticket for destination desired', 'Prepare any items taking on train']",Purchase ticket for destination desired,0
2,0.25,"['Arrive at train station/ depot', 'Purchase ticket for destination desired']","['Present ticket to tickettaker', 'Wait for train arrival']",Wait for train arrival,1
3,0.375,"['Arrive at train station/ depot', 'Purchase ticket for destination desired', 'Wait for train arrival']","['Present ticket to tickettaker', 'Wait for arriving passengers to get off train']",Wait for arriving passengers to get off train,1
4,0.5,"['Arrive at train station/ depot', 'Purchase ticket for destination desired', 'Wait for train arrival', 'Wait for arriving passengers to get off train']","['Prepare any items taking on train', 'Get on train']",Prepare any items taking on train,0
5,0.625,"['Arrive at train station/ depot', 'Purchase ticket for destination desired', 'Wait for train arrival', 'Wait for arriving passengers to get off train', 'Prepare any items taking on train']","['Get ticket ready', 'Arrive at train station/ depot']",Get ticket ready,0
6,0.75,"['Arrive at train station/ depot', 'Purchase ticket for destination desired', 'Wait for train arrival', 'Wait for arriving passengers to get off train', 'Prepare any items taking on train', 'Get ticket ready']","['Present ticket to tickettaker', 'Purchase ticket for destination desired']",Present ticket to tickettaker,0
7,0.875,"['Arrive at train station/ depot', 'Purchase ticket for destination desired', 'Wait for train arrival', 'Wait for arriving passengers to get off train', 'Prepare any items taking on train', 'Get ticket ready', 'Present ticket to tickettaker']","['Get on train', 'Wait for train arrival']",Get on train,0
0,0.0,[],"['Pack luggage (if necessary)', 'Sit in assigned seat, or select seat']",Pack luggage (if necessary),0
1,0.125,['Pack luggage (if necessary)'],"['Go to train station', 'Travel to destination']",Go to train station,0
2,0.25,"['Pack luggage (if necessary)', 'Go to train station']","['Sit in assigned seat, or select seat', 'Buy tickets']",Buy tickets,1
3,0.375,"['Pack luggage (if necessary)', 'Go to train station', 'Buy tickets']","['Wait for train to arrive', 'Get on train when instructed']",Wait for train to arrive,0
4,0.5,"['Pack luggage (if necessary)', 'Go to train station', 'Buy tickets', 'Wait for train to arrive']","['Travel to destination', 'Give luggage to porter']",Give luggage to porter,1
5,0.625,"['Pack luggage (if necessary)', 'Go to train station', 'Buy tickets', 'Wait for train to arrive', 'Give luggage to porter']","['Get on train when instructed', 'Pack luggage (if necessary)']",Get on train when instructed,0
6,0.75,"['Pack luggage (if necessary)', 'Go to train station', 'Buy tickets', 'Wait for train to arrive', 'Give luggage to porter', 'Get on train when instructed']","['Sit in assigned seat, or select seat', 'Buy tickets']","Sit in assigned seat, or select seat",0
7,0.875,"['Pack luggage (if necessary)', 'Go to train station', 'Buy tickets', 'Wait for train to arrive', 'Give luggage to porter', 'Get on train when instructed', 'Sit in assigned seat, or select seat']","['Travel to destination', 'Wait for train to arrive']",Travel to destination,0
0,0.0,[],"['Book the tickets for your journey', 'Board the train']",Book the tickets for your journey,0
1,0.2,['Book the tickets for your journey'],"['Board the train', 'Take your seat']",Board the train,0
2,0.4,"['Book the tickets for your journey', 'Board the train']","['Get down at your destination', 'Secure your luggage in the racks']",Secure your luggage in the racks,1
3,0.6,"['Book the tickets for your journey', 'Board the train', 'Secure your luggage in the racks']","['Book the tickets for your journey', 'Take your seat']",Take your seat,1
4,0.8,"['Book the tickets for your journey', 'Board the train', 'Secure your luggage in the racks', 'Take your seat']","['Book the tickets for your journey', 'Get down at your destination']",Get down at your destination,1
0,0.0,[],"['Go to train station before train arrival.', 'Buy a train ticket (one way or round-trip)']",Go to train station before train arrival.,0
1,0.125,['Go to train station before train arrival.'],"['Board train.', 'Buy a train ticket (one way or round-trip)']",Buy a train ticket (one way or round-trip),1
2,0.25,"['Go to train station before train arrival.', 'Buy a train ticket (one way or round-trip)']","['Board train.', 'Find appropriate platform that your train will arrive on.']",Find appropriate platform that your train will arrive on.,1
3,0.375,"['Go to train station before train arrival.', 'Buy a train ticket (one way or round-trip)', 'Find appropriate platform that your train will arrive on.']","['Wait on platform for train to arrive', 'When conductor walks by, offer ticket to conductor to be punched or scanned.']",Wait on platform for train to arrive,0
4,0.5,"['Go to train station before train arrival.', 'Buy a train ticket (one way or round-trip)', 'Find appropriate platform that your train will arrive on.', 'Wait on platform for train to arrive']","['Board train.', 'Enjoy your train trip']",Board train.,0
5,0.625,"['Go to train station before train arrival.', 'Buy a train ticket (one way or round-trip)', 'Find appropriate platform that your train will arrive on.', 'Wait on platform for train to arrive', 'Board train.']","['Pick a seat and sit down', 'Go to train station before train arrival.']",Pick a seat and sit down,0
6,0.75,"['Go to train station before train arrival.', 'Buy a train ticket (one way or round-trip)', 'Find appropriate platform that your train will arrive on.', 'Wait on platform for train to arrive', 'Board train.', 'Pick a seat and sit down']","['When conductor walks by, offer ticket to conductor to be punched or scanned.', 'Wait on platform for train to arrive']","When conductor walks by, offer ticket to conductor to be punched or scanned.",0
7,0.875,"['Go to train station before train arrival.', 'Buy a train ticket (one way or round-trip)', 'Find appropriate platform that your train will arrive on.', 'Wait on platform for train to arrive', 'Board train.', 'Pick a seat and sit down', 'When conductor walks by, offer ticket to conductor to be punched or scanned.']","['Wait on platform for train to arrive', 'Enjoy your train trip']",Enjoy your train trip,1
0,0.0,[],"['Board the train', 'Take your seat']",Board the train,0
1,0.16666666666666666,['Board the train'],"['Put your luggage in the proper compartments', 'Eat a snack']",Put your luggage in the proper compartments,0
2,0.3333333333333333,"['Board the train', 'Put your luggage in the proper compartments']","['Take your seat', 'Eat a snack']",Take your seat,0
3,0.5,"['Board the train', 'Put your luggage in the proper compartments', 'Take your seat']","['Listen to music, read a book or watch the scenery outside', 'Board the train']","Listen to music, read a book or watch the scenery outside",0
4,0.6666666666666666,"['Board the train', 'Put your luggage in the proper compartments', 'Take your seat', 'Listen to music, read a book or watch the scenery outside']","['Board the train', 'Eat a snack']",Eat a snack,1
5,0.8333333333333334,"['Board the train', 'Put your luggage in the proper compartments', 'Take your seat', 'Listen to music, read a book or watch the scenery outside', 'Eat a snack']","['Wait to arrive at your destination', 'Put your luggage in the proper compartments']",Wait to arrive at your destination,0
0,0.0,[],"['Go to train station', 'Go to train station']",Go to train station,0
1,0.2,['Go to train station'],"['Board train', 'Buy train tickets']",Buy train tickets,1
2,0.4,"['Go to train station', 'Buy train tickets']","['Board train', 'Wait for train']",Wait for train,1
3,0.6,"['Go to train station', 'Buy train tickets', 'Wait for train']","['Show ticket', 'Go to train station']",Show ticket,0
4,0.8,"['Go to train station', 'Buy train tickets', 'Wait for train', 'Show ticket']","['Buy train tickets', 'Board train']",Board train,1
0,0.0,[],"['Go to the train station', 'Get off at your correct destination']",Go to the train station,0
1,0.14285714285714285,['Go to the train station'],"['Go to the waiting area for your train', 'Look at the map to determine where you need to go']",Look at the map to determine where you need to go,1
2,0.2857142857142857,"['Go to the train station', 'Look at the map to determine where you need to go']","['Get off at your correct destination', 'Purchase a ticket from the machine']",Purchase a ticket from the machine,1
3,0.42857142857142855,"['Go to the train station', 'Look at the map to determine where you need to go', 'Purchase a ticket from the machine']","['Scan your ticket in the turnstile', 'Get off at your correct destination']",Scan your ticket in the turnstile,0
4,0.5714285714285714,"['Go to the train station', 'Look at the map to determine where you need to go', 'Purchase a ticket from the machine', 'Scan your ticket in the turnstile']","['Go to the waiting area for your train', 'Go to the train station']",Go to the waiting area for your train,0
5,0.7142857142857143,"['Go to the train station', 'Look at the map to determine where you need to go', 'Purchase a ticket from the machine', 'Scan your ticket in the turnstile', 'Go to the waiting area for your train']","['Get on the train when it comes', 'Purchase a ticket from the machine']",Get on the train when it comes,0
6,0.8571428571428571,"['Go to the train station', 'Look at the map to determine where you need to go', 'Purchase a ticket from the machine', 'Scan your ticket in the turnstile', 'Go to the waiting area for your train', 'Get on the train when it comes']","['Purchase a ticket from the machine', 'Get off at your correct destination']",Get off at your correct destination,1
0,0.0,[],"['Buy ticket.', 'Wait for train to arrive.']",Buy ticket.,0
1,0.14285714285714285,['Buy ticket.'],"['Pack things to bring.', 'Pack things to bring.']",Pack things to bring.,0
2,0.2857142857142857,"['Buy ticket.', 'Pack things to bring.']","['Go to train station.', 'Find seat or compartment.']",Go to train station.,0
3,0.42857142857142855,"['Buy ticket.', 'Pack things to bring.', 'Go to train station.']","['Board train.', 'Check in at station.']",Check in at station.,1
4,0.5714285714285714,"['Buy ticket.', 'Pack things to bring.', 'Go to train station.', 'Check in at station.']","['Wait for train to arrive.', 'Buy ticket.']",Wait for train to arrive.,0
5,0.7142857142857143,"['Buy ticket.', 'Pack things to bring.', 'Go to train station.', 'Check in at station.', 'Wait for train to arrive.']","['Pack things to bring.', 'Board train.']",Board train.,1
6,0.8571428571428571,"['Buy ticket.', 'Pack things to bring.', 'Go to train station.', 'Check in at station.', 'Wait for train to arrive.', 'Board train.']","['Find seat or compartment.', 'Pack things to bring.']",Find seat or compartment.,0
0,0.0,[],"['Pack a bag', 'Pack a bag']",Pack a bag,0
1,0.125,['Pack a bag'],"['Take personal documents', 'Buy a ticket']",Take personal documents,0
2,0.25,"['Pack a bag', 'Take personal documents']","['Show ticket to conductor', 'Go to train station']",Go to train station,1
3,0.375,"['Pack a bag', 'Take personal documents', 'Go to train station']","['Buy a ticket', 'Find a seat']",Buy a ticket,0
4,0.5,"['Pack a bag', 'Take personal documents', 'Go to train station', 'Buy a ticket']","['Wait for the train to arrive', 'Take personal documents']",Wait for the train to arrive,0
5,0.625,"['Pack a bag', 'Take personal documents', 'Go to train station', 'Buy a ticket', 'Wait for the train to arrive']","['Pack a bag', 'Board the train']",Board the train,1
6,0.75,"['Pack a bag', 'Take personal documents', 'Go to train station', 'Buy a ticket', 'Wait for the train to arrive', 'Board the train']","['Take personal documents', 'Show ticket to conductor']",Show ticket to conductor,1
7,0.875,"['Pack a bag', 'Take personal documents', 'Go to train station', 'Buy a ticket', 'Wait for the train to arrive', 'Board the train', 'Show ticket to conductor']","['Find a seat', 'Wait for the train to arrive']",Find a seat,0
0,0.0,[],"['Go the the ticket dispenser.', 'Place the credit or debit card into the device.']",Go the the ticket dispenser.,0
1,0.125,['Go the the ticket dispenser.'],"['Select destination and enter information into the device.', 'Withdraw the ticket.']",Select destination and enter information into the device.,0
2,0.25,"['Go the the ticket dispenser.', 'Select destination and enter information into the device.']","['Place the credit or debit card into the device.', 'Board the train when it arrives.']",Place the credit or debit card into the device.,0
3,0.375,"['Go the the ticket dispenser.', 'Select destination and enter information into the device.', 'Place the credit or debit card into the device.']","['Disembark at the destination.', 'Withdraw the ticket.']",Withdraw the ticket.,1
4,0.5,"['Go the the ticket dispenser.', 'Select destination and enter information into the device.', 'Place the credit or debit card into the device.', 'Withdraw the ticket.']","['Go to the gate at the correct time.', 'Go the the ticket dispenser.']",Go to the gate at the correct time.,0
5,0.625,"['Go the the ticket dispenser.', 'Select destination and enter information into the device.', 'Place the credit or debit card into the device.', 'Withdraw the ticket.', 'Go to the gate at the correct time.']","['Select destination and enter information into the device.', 'Board the train when it arrives.']",Board the train when it arrives.,1
6,0.75,"['Go the the ticket dispenser.', 'Select destination and enter information into the device.', 'Place the credit or debit card into the device.', 'Withdraw the ticket.', 'Go to the gate at the correct time.', 'Board the train when it arrives.']","['Withdraw the ticket.', 'Show the ticket when the conductor requests it.']",Show the ticket when the conductor requests it.,1
7,0.875,"['Go the the ticket dispenser.', 'Select destination and enter information into the device.', 'Place the credit or debit card into the device.', 'Withdraw the ticket.', 'Go to the gate at the correct time.', 'Board the train when it arrives.', 'Show the ticket when the conductor requests it.']","['Disembark at the destination.', 'Go the the ticket dispenser.']",Disembark at the destination.,0
0,0.0,[],"['Look outside train windows', 'Get in a car']",Get in a car,1
1,0.2,['Get in a car'],"['Drive to a train station', 'Board train']",Drive to a train station,0
2,0.4,"['Get in a car', 'Drive to a train station']","['Wait for train', 'Look outside train windows']",Wait for train,0
3,0.6,"['Get in a car', 'Drive to a train station', 'Wait for train']","['Board train', 'Get in a car']",Board train,0
4,0.8,"['Get in a car', 'Drive to a train station', 'Wait for train', 'Board train']","['Look outside train windows', 'Get in a car']",Look outside train windows,0
0,0.0,[],"['Locate the terminal', 'Step into train station']",Step into train station,1
1,0.14285714285714285,['Step into train station'],"['Walk to ticket window', 'Walk to ticket window']",Walk to ticket window,1
2,0.2857142857142857,"['Step into train station', 'Walk to ticket window']","['Enter the train', 'Purchase a ticket']",Purchase a ticket,1
3,0.42857142857142855,"['Step into train station', 'Walk to ticket window', 'Purchase a ticket']","['Find your seat', 'Locate the terminal']",Locate the terminal,1
4,0.5714285714285714,"['Step into train station', 'Walk to ticket window', 'Purchase a ticket', 'Locate the terminal']","['Step into train station', 'Wait for the train']",Wait for the train,1
5,0.7142857142857143,"['Step into train station', 'Walk to ticket window', 'Purchase a ticket', 'Locate the terminal', 'Wait for the train']","['Purchase a ticket', 'Enter the train']",Enter the train,1
6,0.8571428571428571,"['Step into train station', 'Walk to ticket window', 'Purchase a ticket', 'Locate the terminal', 'Wait for the train', 'Enter the train']","['Find your seat', 'Step into train station']",Find your seat,0
0,0.0,[],"['Enter station.', 'At appropriate time, board train.']",Enter station.,0
1,0.14285714285714285,['Enter station.'],"['Decide on destination.', 'Present ticket when asked']",Decide on destination.,0
2,0.2857142857142857,"['Enter station.', 'Decide on destination.']","['Purchase ticket.', 'Find a seat.']",Purchase ticket.,0
3,0.42857142857142855,"['Enter station.', 'Decide on destination.', 'Purchase ticket.']","['Exit train at destination.', 'At appropriate time, board train.']","At appropriate time, board train.",1
4,0.5714285714285714,"['Enter station.', 'Decide on destination.', 'Purchase ticket.', 'At appropriate time, board train.']","['Decide on destination.', 'Find a seat.']",Find a seat.,1
5,0.7142857142857143,"['Enter station.', 'Decide on destination.', 'Purchase ticket.', 'At appropriate time, board train.', 'Find a seat.']","['Purchase ticket.', 'Present ticket when asked']",Present ticket when asked,1
6,0.8571428571428571,"['Enter station.', 'Decide on destination.', 'Purchase ticket.', 'At appropriate time, board train.', 'Find a seat.', 'Present ticket when asked']","['Exit train at destination.', 'Enter station.']",Exit train at destination.,0
0,0.0,[],"['Go to the station.', 'Go to the station.']",Go to the station.,1
1,0.2,['Go to the station.'],"['Buy a ticket.', 'Go to the station.']",Buy a ticket.,0
2,0.4,"['Go to the station.', 'Buy a ticket.']","['Sit down.', 'Wait on the curb.']",Wait on the curb.,1
3,0.6,"['Go to the station.', 'Buy a ticket.', 'Wait on the curb.']","['Go to the station.', 'Board the train.']",Board the train.,1
4,0.8,"['Go to the station.', 'Buy a ticket.', 'Wait on the curb.', 'Board the train.']","['Sit down.', 'Go to the station.']",Sit down.,0
0,0.0,[],"['Present your ticket to the conductor', 'Arrive early at the station just in case']",Arrive early at the station just in case,1
1,0.2,['Arrive early at the station just in case'],"['When you hear that the train is arriving, stand a safe distance form the platform', 'Purchase tickets at the station for the train you want']",Purchase tickets at the station for the train you want,1
2,0.4,"['Arrive early at the station just in case', 'Purchase tickets at the station for the train you want']","['When you hear that the train is arriving, stand a safe distance form the platform', 'Present your ticket to the conductor']","When you hear that the train is arriving, stand a safe distance form the platform",0
3,0.6,"['Arrive early at the station just in case', 'Purchase tickets at the station for the train you want', 'When you hear that the train is arriving, stand a safe distance form the platform']","['Board the train once it stops', 'Arrive early at the station just in case']",Board the train once it stops,0
4,0.8,"['Arrive early at the station just in case', 'Purchase tickets at the station for the train you want', 'When you hear that the train is arriving, stand a safe distance form the platform', 'Board the train once it stops']","['Purchase tickets at the station for the train you want', 'Present your ticket to the conductor']",Present your ticket to the conductor,1
0,0.0,[],"['Go to train station', 'Plan your trip']",Plan your trip,1
1,0.14285714285714285,['Plan your trip'],"['Buy a ticket', 'Plan your trip']",Buy a ticket,0
2,0.2857142857142857,"['Plan your trip', 'Buy a ticket']","['Print your ticket', 'Sit down and enjoy your trip']",Print your ticket,0
3,0.42857142857142855,"['Plan your trip', 'Buy a ticket', 'Print your ticket']","['Sit down and enjoy your trip', 'Go to train station']",Go to train station,1
4,0.5714285714285714,"['Plan your trip', 'Buy a ticket', 'Print your ticket', 'Go to train station']","['Present your ticket to board train', 'Buy a ticket']",Present your ticket to board train,0
5,0.7142857142857143,"['Plan your trip', 'Buy a ticket', 'Print your ticket', 'Go to train station', 'Present your ticket to board train']","['Plan your trip', 'Find your seat']",Find your seat,1
6,0.8571428571428571,"['Plan your trip', 'Buy a ticket', 'Print your ticket', 'Go to train station', 'Present your ticket to board train', 'Find your seat']","['Plan your trip', 'Sit down and enjoy your trip']",Sit down and enjoy your trip,1
0,0.0,[],"['Take luggage into train station', 'Board train']",Take luggage into train station,0
1,0.14285714285714285,['Take luggage into train station'],"['Board train', 'Board train']",Board train,1
2,0.2857142857142857,"['Take luggage into train station', 'Board train']","['Find seat', 'Gather luggage']",Find seat,0
3,0.42857142857142855,"['Take luggage into train station', 'Board train', 'Find seat']","['Ride train to destination', 'Take luggage into train station']",Ride train to destination,0
4,0.5714285714285714,"['Take luggage into train station', 'Board train', 'Find seat', 'Ride train to destination']","['Leave train station', 'Disembark train']",Disembark train,1
5,0.7142857142857143,"['Take luggage into train station', 'Board train', 'Find seat', 'Ride train to destination', 'Disembark train']","['Board train', 'Gather luggage']",Gather luggage,1
6,0.8571428571428571,"['Take luggage into train station', 'Board train', 'Find seat', 'Ride train to destination', 'Disembark train', 'Gather luggage']","['Find seat', 'Leave train station']",Leave train station,1
0,0.0,[],"['Figure out a destination.', 'Buy a ticket.']",Figure out a destination.,0
1,0.125,['Figure out a destination.'],"['Go to train station.', 'Get on train.']",Go to train station.,0
2,0.25,"['Figure out a destination.', 'Go to train station.']","['Buy a ticket.', 'Wait on passengers to get off.']",Buy a ticket.,0
3,0.375,"['Figure out a destination.', 'Go to train station.', 'Buy a ticket.']","['Wait at train stop for train.', 'Get on train.']",Wait at train stop for train.,0
4,0.5,"['Figure out a destination.', 'Go to train station.', 'Buy a ticket.', 'Wait at train stop for train.']","['Wait on passengers to get off.', 'Figure out a destination.']",Wait on passengers to get off.,0
5,0.625,"['Figure out a destination.', 'Go to train station.', 'Buy a ticket.', 'Wait at train stop for train.', 'Wait on passengers to get off.']","['Buy a ticket.', 'Show them ticket.']",Show them ticket.,1
6,0.75,"['Figure out a destination.', 'Go to train station.', 'Buy a ticket.', 'Wait at train stop for train.', 'Wait on passengers to get off.', 'Show them ticket.']","['Get on train.', 'Wait at train stop for train.']",Get on train.,0
7,0.875,"['Figure out a destination.', 'Go to train station.', 'Buy a ticket.', 'Wait at train stop for train.', 'Wait on passengers to get off.', 'Show them ticket.', 'Get on train.']","['Ride train to destination.', 'Figure out a destination.']",Ride train to destination.,0
0,0.0,[],"['plan your route', 'go to the station']",plan your route,0
1,0.2,['plan your route'],"['ready your fair', 'plan your route']",ready your fair,0
2,0.4,"['plan your route', 'ready your fair']","['wait for the train', 'go to the station']",go to the station,1
3,0.6,"['plan your route', 'ready your fair', 'go to the station']","['check the schedule', 'plan your route']",check the schedule,0
4,0.8,"['plan your route', 'ready your fair', 'go to the station', 'check the schedule']","['wait for the train', 'ready your fair']",wait for the train,0
0,0.0,[],"['Go to train station', 'Sit down']",Go to train station,0
1,0.125,['Go to train station'],"['Pay for a ticket', 'Find a seat']",Pay for a ticket,0
2,0.25,"['Go to train station', 'Pay for a ticket']","['Take train ride', 'Wait on platform for train']",Wait on platform for train,1
3,0.375,"['Go to train station', 'Pay for a ticket', 'Wait on platform for train']","['Board train when it arrives', 'Take train ride']",Board train when it arrives,0
4,0.5,"['Go to train station', 'Pay for a ticket', 'Wait on platform for train', 'Board train when it arrives']","['Give ticket to conductor', 'Find a seat']",Find a seat,1
5,0.625,"['Go to train station', 'Pay for a ticket', 'Wait on platform for train', 'Board train when it arrives', 'Find a seat']","['Wait on platform for train', 'Sit down']",Sit down,1
6,0.75,"['Go to train station', 'Pay for a ticket', 'Wait on platform for train', 'Board train when it arrives', 'Find a seat', 'Sit down']","['Give ticket to conductor', 'Wait on platform for train']",Give ticket to conductor,0
7,0.875,"['Go to train station', 'Pay for a ticket', 'Wait on platform for train', 'Board train when it arrives', 'Find a seat', 'Sit down', 'Give ticket to conductor']","['Take train ride', 'Pay for a ticket']",Take train ride,0
0,0.0,[],"['Go to the train station', 'Board the train']",Go to the train station,0
1,0.16666666666666666,['Go to the train station'],"['Buy a ticket', 'Go to the train station']",Buy a ticket,0
2,0.3333333333333333,"['Go to the train station', 'Buy a ticket']","['Find a seat', 'Wait for a train']",Wait for a train,1
3,0.5,"['Go to the train station', 'Buy a ticket', 'Wait for a train']","['Board the train', 'Sit and ride']",Board the train,0
4,0.6666666666666666,"['Go to the train station', 'Buy a ticket', 'Wait for a train', 'Board the train']","['Find a seat', 'Go to the train station']",Find a seat,0
5,0.8333333333333334,"['Go to the train station', 'Buy a ticket', 'Wait for a train', 'Board the train', 'Find a seat']","['Sit and ride', 'Go to the train station']",Sit and ride,0
0,0.0,[],"['Travel to your destination', 'Go to the train station']",Go to the train station,1
1,0.16666666666666666,['Go to the train station'],"['Travel to your destination', 'Buy a ticket']",Buy a ticket,1
2,0.3333333333333333,"['Go to the train station', 'Buy a ticket']","['Travel to your destination', 'Wait for the train']",Wait for the train,1
3,0.5,"['Go to the train station', 'Buy a ticket', 'Wait for the train']","['Travel to your destination', 'When the train arrives, get on']","When the train arrives, get on",1
4,0.6666666666666666,"['Go to the train station', 'Buy a ticket', 'Wait for the train', 'When the train arrives, get on']","['Find a seat', 'Go to the train station']",Find a seat,0
